"Date","Close","Open","High","Low","Volume","Change %"
"11/29/2004","10,475.90","10,520.64","10,557.41","10,417.08","247.67M","-0.44%"
"11/26/2004","10,522.23","10,518.69","10,543.29","10,508.56","91.51M","0.02%"
"11/24/2004","10,520.31","10,493.86","10,527.40","10,482.26","204.07M","0.26%"
"11/23/2004","10,492.60","10,486.69","10,514.99","10,436.38","254.79M","0.03%"
"11/22/2004","10,489.42","10,455.73","10,508.04","10,432.01","240.42M","0.31%"
"11/19/2004","10,456.91","10,571.63","10,573.74","10,438.58","275.34M","-1.09%"
"11/18/2004","10,572.55","10,549.20","10,585.26","10,547.39","242.23M","0.22%"
"11/17/2004","10,549.57","10,481.83","10,602.85","10,481.83","295.23M","0.59%"
"11/16/2004","10,487.65","10,549.79","10,549.79","10,477.95","237.06M","-0.59%"
"11/15/2004","10,550.24","10,541.89","10,563.02","10,517.13","266.46M","0.11%"
"11/12/2004","10,539.01","10,469.21","10,539.60","10,460.40","322.25M","0.66%"
"11/11/2004","10,469.84","10,386.95","10,486.65","10,386.95","254.08M","0.81%"
"11/10/2004","10,385.48","10,378.59","10,439.40","10,378.59","281.29M","-0.01%"
"11/09/2004","10,386.37","10,387.62","10,427.81","10,368.59","248.43M","-0.05%"
"11/08/2004","10,391.31","10,385.15","10,405.69","10,361.44","258.04M","0.04%"
"11/05/2004","10,387.54","10,317.05","10,416.67","10,316.98","325.77M","0.71%"
"11/04/2004","10,314.76","10,132.48","10,318.23","10,127.98","365.77M","1.75%"
"11/03/2004","10,137.05","10,037.50","10,215.51","10,037.43","332.79M","1.01%"
"11/02/2004","10,035.73","10,053.87","10,132.99","10,011.18","310.40M","-0.19%"
"11/01/2004","10,054.39","10,028.73","10,076.59","10,010.15","267.04M","0.27%"
"10/29/2004","10,027.47","10,004.69","10,044.14","9,990.83","262.95M","0.23%"
"10/28/2004","10,004.54","9,998.94","10,044.95","9,952.48","254.49M","0.03%"
"10/27/2004","10,002.03","9,888.25","10,018.55","9,841.95","256.20M","1.15%"
"10/26/2004","9,888.48","9,750.59","9,888.48","9,749.55","273.77M","1.42%"
"10/25/2004","9,749.99","9,757.22","9,777.87","9,708.40","233.37M","-0.08%"
"10/22/2004","9,757.81","9,863.85","9,883.25","9,753.02","258.22M","-1.09%"
"10/21/2004","9,865.76","9,884.65","9,903.15","9,800.87","272.05M","-0.21%"
"10/20/2004","9,886.93","9,895.19","9,895.70","9,804.19","272.67M","-0.11%"
"10/19/2004","9,897.62","9,958.38","10,020.55","9,894.89","264.22M","-0.59%"
"10/18/2004","9,956.32","9,932.98","9,960.15","9,861.63","227.84M","0.23%"
"10/15/2004","9,933.38","9,895.63","9,982.71","9,895.55","317.59M","0.39%"
"10/14/2004","9,894.45","10,002.54","10,003.36","9,875.13","268.65M","-1.08%"
"10/13/2004","10,002.33","10,085.21","10,127.17","9,957.79","276.80M","-0.74%"
"10/12/2004","10,077.18","10,080.42","10,102.33","10,017.15","215.82M","-0.05%"
"10/11/2004","10,081.97","10,056.09","10,098.78","10,056.09","157.18M","0.27%"
"10/08/2004","10,055.20","10,124.11","10,148.04","10,036.32","228.59M","-0.69%"
"10/07/2004","10,125.40","10,239.84","10,240.95","10,124.52","275.34M","-1.12%"
"10/06/2004","10,239.92","10,170.70","10,240.14","10,157.99","232.02M","0.61%"
"10/05/2004","10,177.68","10,216.76","10,221.11","10,158.07","224.41M","-0.38%"
"10/04/2004","10,216.54","10,191.40","10,270.37","10,191.40","253.19M","0.23%"
"10/01/2004","10,192.65","10,082.04","10,198.62","10,082.04","267.55M","1.11%"
"09/30/2004","10,080.27","10,136.38","10,142.94","10,038.90","377.13M","-0.55%"
"09/29/2004","10,136.24","10,078.06","10,136.24","10,050.56","206.79M","0.58%"
"09/28/2004","10,077.40","9,989.73","10,099.52","9,977.92","232.17M","0.89%"
"09/27/2004","9,988.54","10,046.65","10,046.65","9,985.37","198.71M","-0.58%"
"09/24/2004","10,047.24","10,039.42","10,081.30","10,034.85","204.06M","0.08%"
"09/23/2004","10,038.90","10,108.29","10,108.74","10,031.16","222.62M","-0.70%"
"09/22/2004","10,109.18","10,244.05","10,244.05","10,097.37","240.39M","-1.33%"
"09/21/2004","10,244.93","10,204.52","10,270.52","10,200.25","223.84M","0.39%"
"09/20/2004","10,204.89","10,283.87","10,283.87","10,187.19","222.36M","-0.77%"
"09/17/2004","10,284.46","10,245.82","10,314.76","10,245.74","295.88M","0.39%"
"09/16/2004","10,244.49","10,231.59","10,281.88","10,228.64","173.24M","0.13%"
"09/15/2004","10,231.36","10,316.90","10,317.05","10,228.78","203.74M","-0.84%"
"09/14/2004","10,318.16","10,315.13","10,340.13","10,303.41","186.18M","0.03%"
"09/13/2004","10,314.76","10,306.65","10,348.39","10,292.57","203.20M","0.02%"
"09/10/2004","10,313.07","10,289.47","10,321.92","10,237.78","217.58M","0.23%"
"09/09/2004","10,289.10","10,314.69","10,337.33","10,269.49","223.16M","-0.24%"
"09/08/2004","10,313.36","10,342.42","10,361.22","10,305.18","222.22M","-0.28%"
"09/07/2004","10,342.79","10,261.52","10,363.36","10,261.45","204.53M","0.80%"
"09/03/2004","10,260.20","10,277.82","10,321.77","10,260.20","215.67M","-0.29%"
"09/02/2004","10,290.28","10,168.39","10,301.49","10,162.05","181.20M","1.20%"
"09/01/2004","10,168.46","10,170.12","10,208.27","10,110.65","171.95M","-0.05%"
"08/31/2004","10,173.92","10,121.97","10,173.92","10,074.22","163.58M","0.51%"
"08/30/2004","10,122.52","10,193.83","10,196.78","10,122.52","114.85M","-0.71%"
"08/27/2004","10,195.01","10,174.07","10,211.25","10,166.69","114.58M","0.21%"
"08/26/2004","10,173.41","10,181.07","10,193.54","10,155.86","131.96M","-0.08%"
"08/25/2004","10,181.74","10,098.49","10,199.21","10,068.11","172.57M","0.82%"
"08/24/2004","10,098.63","10,074.89","10,146.79","10,062.13","143.05M","0.25%"
"08/23/2004","10,073.05","10,111.10","10,131.08","10,067.97","144.50M","-0.37%"
"08/20/2004","10,110.14","10,040.81","10,126.88","10,012.51","175.00M","0.69%"
"08/19/2004","10,040.82","10,082.78","10,082.78","9,989.87","162.78M","-0.42%"
"08/18/2004","10,083.15","9,964.22","10,083.15","9,934.05","187.15M","1.11%"
"08/17/2004","9,972.83","9,955.50","10,023.94","9,952.11","186.12M","0.18%"
"08/16/2004","9,954.55","9,825.35","9,967.08","9,825.35","176.39M","1.31%"
"08/13/2004","9,825.35","9,814.11","9,854.92","9,783.91","182.59M","0.11%"
"08/12/2004","9,814.59","9,936.48","9,936.48","9,808.54","248.09M","-1.24%"
"08/11/2004","9,938.32","9,931.24","9,954.18","9,841.36","182.92M","-0.06%"
"08/10/2004","9,944.67","9,815.55","9,944.67","9,815.47","167.59M","1.32%"
"08/09/2004","9,814.66","9,816.14","9,858.68","9,811.12","148.32M","-0.01%"
"08/06/2004","9,815.33","9,960.67","9,960.74","9,793.05","215.87M","-1.48%"
"08/05/2004","9,963.03","10,127.10","10,129.09","9,955.73","178.25M","-1.61%"
"08/04/2004","10,126.51","10,117.96","10,162.42","10,068.11","157.43M","0.06%"
"08/03/2004","10,120.24","10,178.27","10,178.28","10,102.84","190.88M","-0.58%"
"08/02/2004","10,179.16","10,138.45","10,203.56","10,101.36","177.33M","0.39%"
"07/30/2004","10,139.71","10,129.12","10,149.65","10,086.32","197.24M","0.10%"
"07/29/2004","10,129.24","10,115.52","10,163.01","10,084.84","215.05M","0.12%"
"07/28/2004","10,117.07","10,084.03","10,146.86","9,994.22","223.56M","0.32%"
"07/27/2004","10,085.14","9,963.54","10,103.13","9,963.54","236.27M","1.24%"
"07/26/2004","9,961.92","9,964.71","10,003.80","9,913.92","221.24M","0.00%"
"07/23/2004","9,962.22","10,045.46","10,045.47","9,931.77","238.54M","-0.88%"
"07/22/2004","10,050.33","10,047.60","10,073.49","9,946.88","247.87M","0.04%"
"07/21/2004","10,046.13","10,156.30","10,237.12","10,045.61","277.57M","-1.01%"
"07/20/2004","10,149.07","10,094.43","10,155.63","10,072.68","197.64M","0.54%"
"07/19/2004","10,094.06","10,140.95","10,148.63","10,063.31","198.38M","-0.45%"
"07/16/2004","10,139.78","10,162.34","10,238.37","10,135.13","267.31M","-0.23%"
"07/15/2004","10,163.16","10,208.20","10,235.65","10,162.94","231.93M","-0.45%"
"07/14/2004","10,208.80","10,232.84","10,286.89","10,172.39","298.90M","-0.38%"
"07/13/2004","10,247.59","10,238.37","10,257.10","10,230.63","160.63M","0.09%"
"07/12/2004","10,238.22","10,211.75","10,257.10","10,162.18","155.52M","0.24%"
"07/09/2004","10,213.22","10,173.12","10,239.25","10,173.12","161.23M","0.41%"
"07/08/2004","10,171.56","10,238.52","10,263.73","10,166.25","181.79M","-0.67%"
"07/07/2004","10,240.29","10,211.92","10,266.61","10,199.29","179.94M","0.21%"
"07/06/2004","10,219.34","10,280.26","10,280.26","10,191.40","180.07M","-0.62%"
"07/02/2004","10,282.83","10,334.00","10,334.08","10,264.92","146.60M","-0.50%"
"07/01/2004","10,334.16","10,434.00","10,448.09","10,274.51","234.90M","-0.97%"
"06/30/2004","10,435.48","10,413.43","10,471.24","10,375.67","227.80M","0.21%"
"06/29/2004","10,413.43","10,356.35","10,429.13","10,341.68","180.21M","0.54%"
"06/28/2004","10,357.09","10,377.52","10,464.38","10,337.70","231.10M","-0.14%"
"06/25/2004","10,371.84","10,444.24","10,487.54","10,369.92","308.25M","-0.69%"
"06/24/2004","10,443.81","10,477.43","10,487.46","10,433.56","214.33M","-0.34%"
"06/23/2004","10,479.57","10,395.14","10,486.87","10,359.46","210.77M","0.81%"
"06/22/2004","10,395.07","10,370.21","10,401.18","10,307.25","203.47M","0.23%"
"06/21/2004","10,371.47","10,417.82","10,440.05","10,363.36","175.30M","-0.43%"
"06/18/2004","10,416.41","10,375.82","10,437.90","10,358.00","300.68M","0.37%"
"06/17/2004","10,377.52","10,378.59","10,390.01","10,338.13","169.82M","-0.02%"
"06/16/2004","10,379.58","10,380.23","10,393.42","10,355.51","153.02M","-0.01%"
"06/15/2004","10,380.43","10,336.51","10,428.05","10,336.51","223.78M","0.44%"
"06/14/2004","10,334.73","10,401.23","10,401.30","10,307.05","166.53M","-0.72%"
"06/10/2004","10,410.10","10,367.80","10,410.95","10,367.80","154.09M","0.40%"
"06/09/2004","10,368.44","10,431.10","10,431.32","10,364.96","175.09M","-0.61%"
"06/08/2004","10,432.52","10,389.41","10,432.81","10,353.05","170.22M","0.40%"
"06/07/2004","10,391.08","10,243.31","10,391.15","10,243.31","172.49M","1.45%"
"06/04/2004","10,242.82","10,196.83","10,302.08","10,196.69","161.19M","0.46%"
"06/03/2004","10,195.91","10,261.85","10,281.92","10,193.78","162.84M","-0.65%"
"06/02/2004","10,262.97","10,199.78","10,288.81","10,197.06","183.54M","0.59%"
"06/01/2004","10,202.65","10,187.18","10,214.57","10,134.86","166.58M","0.14%"
"05/28/2004","10,188.45","10,205.83","10,216.63","10,172.77","159.56M","-0.16%"
"05/27/2004","10,205.20","10,109.89","10,222.24","10,109.89","186.67M","0.94%"
"05/26/2004","10,109.89","10,116.84","10,128.84","10,077.81","171.70M","-0.08%"
"05/25/2004","10,117.62","9,958.08","10,121.67","9,915.86","213.95M","1.60%"
"05/24/2004","9,958.43","9,968.02","10,045.45","9,927.14","187.00M","-0.08%"
"05/21/2004","9,966.74","9,939.34","10,036.78","9,939.27","180.98M","0.29%"
"05/20/2004","9,937.64","9,939.12","9,970.64","9,900.59","155.57M","0.00%"
"05/19/2004","9,937.71","9,962.55","10,093.21","9,933.11","227.42M","-0.31%"
"05/18/2004","9,968.51","9,906.71","9,987.04","9,906.64","191.77M","0.62%"
"05/17/2004","9,906.91","10,009.92","10,009.92","9,862.77","199.67M","-1.06%"
"05/14/2004","10,012.87","10,008.43","10,065.68","9,938.42","175.18M","0.02%"
"05/13/2004","10,010.74","10,044.31","10,074.11","9,970.93","215.31M","-0.34%"
"05/12/2004","10,045.16","10,011.52","10,048.21","9,852.19","246.41M","0.26%"
"05/11/2004","10,019.47","9,989.24","10,038.35","9,974.05","223.65M","0.29%"
"05/10/2004","9,990.02","10,116.28","10,116.28","9,932.74","272.13M","-1.26%"
"05/07/2004","10,117.34","10,240.62","10,271.99","10,114.86","228.14M","-1.21%"
"05/06/2004","10,241.26","10,308.20","10,308.20","10,170.51","202.69M","-0.68%"
"05/05/2004","10,310.95","10,316.98","10,348.35","10,291.08","172.17M","-0.06%"
"05/04/2004","10,317.20","10,314.32","10,386.32","10,266.17","208.02M","0.03%"
"05/03/2004","10,314.00","10,227.27","10,329.05","10,227.13","198.83M","0.86%"
"04/30/2004","10,225.57","10,273.06","10,333.87","10,225.57","218.01M","-0.45%"
"04/29/2004","10,272.27","10,339.41","10,407.97","10,219.18","231.88M","-0.68%"
"04/28/2004","10,342.60","10,476.67","10,476.95","10,333.87","232.09M","-1.29%"
"04/27/2004","10,478.16","10,445.38","10,537.35","10,441.75","213.41M","0.32%"
"04/26/2004","10,444.73","10,472.91","10,512.79","10,418.12","183.04M","-0.27%"
"04/23/2004","10,472.84","10,463.11","10,482.91","10,410.60","277.08M","0.11%"
"04/22/2004","10,461.20","10,314.99","10,496.61","10,292.28","265.74M","1.40%"
"04/21/2004","10,317.27","10,311.87","10,332.88","10,250.48","232.63M","0.03%"
"04/20/2004","10,314.50","10,437.85","10,487.67","10,313.58","204.71M","-1.18%"
"04/19/2004","10,437.85","10,451.62","10,451.76","10,399.47","173.34M","-0.14%"
"04/16/2004","10,451.97","10,398.32","10,460.06","10,376.39","234.66M","0.52%"
"04/15/2004","10,397.46","10,377.95","10,430.62","10,322.16","262.88M","0.19%"
"04/14/2004","10,377.95","10,378.10","10,415.28","10,322.94","230.46M","-0.03%"
"04/13/2004","10,381.28","10,516.05","10,552.61","10,361.99","202.54M","-1.28%"
"04/12/2004","10,515.56","10,444.38","10,526.27","10,443.81","142.19M","0.70%"
"04/08/2004","10,442.03","10,482.77","10,554.10","10,393.91","187.73M","-0.36%"
"04/07/2004","10,480.15","10,569.26","10,569.26","10,465.33","218.04M","-0.86%"
"04/06/2004","10,570.81","10,553.76","10,570.81","10,505.11","175.72M","0.12%"
"04/05/2004","10,558.37","10,470.59","10,558.66","10,465.63","182.13M","0.84%"
"04/02/2004","10,470.59","10,375.33","10,496.44","10,375.33","243.07M","0.94%"
"04/01/2004","10,373.33","10,357.52","10,419.04","10,342.59","218.66M","0.15%"
"03/31/2004","10,357.70","10,380.89","10,401.70","10,314.89","207.40M","-0.23%"
"03/30/2004","10,381.70","10,327.63","10,387.26","10,306.15","189.06M","0.50%"
"03/29/2004","10,329.63","10,212.91","10,350.45","10,212.91","197.15M","1.14%"
"03/26/2004","10,212.97","10,218.37","10,271.78","10,181.04","198.83M","-0.06%"
"03/25/2004","10,218.82","10,049.56","10,226.08","10,049.49","216.42M","1.70%"
"03/24/2004","10,048.23","10,065.41","10,108.15","10,007.49","224.31M","-0.15%"
"03/23/2004","10,063.64","10,066.67","10,131.35","10,047.41","215.26M","-0.01%"
"03/22/2004","10,064.75","10,185.93","10,186.15","10,012.16","248.93M","-1.20%"
"03/19/2004","10,186.60","10,295.85","10,314.59","10,182.60","261.59M","-1.06%"
"03/18/2004","10,295.78","10,298.96","10,328.82","10,214.15","218.82M","-0.04%"
"03/17/2004","10,300.30","10,184.30","10,326.52","10,184.30","181.21M","1.14%"
"03/16/2004","10,184.67","10,103.41","10,221.11","10,103.41","194.56M","0.81%"
"03/15/2004","10,102.89","10,238.45","10,241.11","10,092.47","219.15M","-1.34%"
"03/12/2004","10,240.08","10,130.67","10,241.19","10,130.67","223.35M","1.10%"
"03/11/2004","10,128.38","10,288.85","10,321.41","10,120.38","292.05M","-1.64%"
"03/10/2004","10,296.89","10,457.59","10,473.86","10,284.67","259.00M","-1.53%"
"03/09/2004","10,456.96","10,529.52","10,529.70","10,424.07","246.27M","-0.69%"
"03/08/2004","10,529.48","10,595.37","10,634.29","10,526.89","199.30M","-0.62%"
"03/05/2004","10,595.55","10,582.59","10,651.33","10,524.59","223.55M","0.07%"
"03/04/2004","10,588.00","10,593.48","10,603.25","10,562.74","161.05M","-0.05%"
"03/03/2004","10,593.11","10,588.59","10,610.00","10,550.14","188.80M","0.02%"
"03/02/2004","10,591.48","10,678.36","10,678.36","10,568.88","215.58M","-0.81%"
"03/01/2004","10,678.14","10,582.25","10,695.55","10,582.22","185.03M","0.89%"
"02/27/2004","10,583.92","10,581.55","10,652.36","10,563.63","200.05M","0.04%"
"02/26/2004","10,580.14","10,598.14","10,612.14","10,539.33","185.03M","-0.20%"
"02/25/2004","10,601.62","10,566.59","10,615.56","10,560.07","192.42M","0.33%"
"02/24/2004","10,566.37","10,609.55","10,637.11","10,521.70","225.67M","-0.41%"
"02/23/2004","10,609.62","10,619.55","10,644.96","10,560.44","229.95M","-0.09%"
"02/20/2004","10,619.03","10,666.29","10,688.22","10,580.66","220.56M","-0.43%"
"02/19/2004","10,664.73","10,674.59","10,753.63","10,656.59","219.89M","-0.07%"
"02/18/2004","10,671.99","10,706.68","10,720.51","10,646.96","164.36M","-0.40%"
"02/17/2004","10,714.88","10,628.88","10,735.25","10,628.74","169.73M","0.82%"
"02/13/2004","10,627.85","10,696.22","10,734.69","10,604.14","208.34M","-0.62%"
"02/12/2004","10,694.07","10,735.18","10,735.29","10,688.36","197.56M","-0.41%"
"02/11/2004","10,737.70","10,605.48","10,746.88","10,572.59","277.85M","1.17%"
"02/10/2004","10,613.85","10,578.74","10,626.66","10,559.26","160.59M","0.33%"
"02/09/2004","10,579.03","10,592.00","10,618.51","10,564.44","160.72M","-0.13%"
"02/06/2004","10,593.03","10,494.89","10,593.40","10,464.52","182.88M","0.93%"
"02/05/2004","10,495.55","10,469.33","10,522.52","10,453.55","187.81M","0.24%"
"02/04/2004","10,470.74","10,503.11","10,524.22","10,447.18","227.76M","-0.33%"
"02/03/2004","10,505.18","10,499.48","10,528.96","10,457.11","183.81M","0.06%"
"02/02/2004","10,499.18","10,487.78","10,568.96","10,434.67","224.80M","0.11%"
"01/30/2004","10,488.07","10,510.22","10,510.81","10,438.96","208.99M","-0.21%"
"01/29/2004","10,510.29","10,467.41","10,522.59","10,417.85","273.97M","0.40%"
"01/28/2004","10,468.37","10,610.07","10,658.43","10,437.78","247.66M","-1.33%"
"01/27/2004","10,609.92","10,701.10","10,701.77","10,609.92","206.56M","-0.87%"
"01/26/2004","10,702.51","10,568.00","10,705.18","10,561.85","186.17M","1.27%"
"01/23/2004","10,568.29","10,625.25","10,643.48","10,523.85","234.26M","-0.52%"
"01/22/2004","10,623.18","10,624.22","10,660.88","10,607.40","219.72M","0.00%"
"01/21/2004","10,623.62","10,522.77","10,643.55","10,490.96","214.92M","0.90%"
"01/20/2004","10,528.66","10,601.40","10,616.96","10,519.49","224.30M","-0.68%"
"01/16/2004","10,600.51","10,556.37","10,600.74","10,542.52","254.17M","0.44%"
"01/15/2004","10,553.85","10,534.52","10,592.74","10,477.18","260.09M","0.15%"
"01/14/2004","10,538.37","10,428.67","10,548.51","10,428.67","186.28M","1.07%"
"01/13/2004","10,427.18","10,485.18","10,509.85","10,367.41","197.31M","-0.55%"
"01/12/2004","10,485.18","10,461.55","10,491.63","10,444.15","197.96M","0.25%"
"01/09/2004","10,458.89","10,589.25","10,589.25","10,448.67","223.25M","-1.26%"
"01/08/2004","10,592.44","10,530.07","10,592.59","10,530.07","237.77M","0.60%"
"01/07/2004","10,529.03","10,535.46","10,539.46","10,466.29","225.49M","-0.09%"
"01/06/2004","10,538.66","10,543.85","10,549.18","10,499.85","191.46M","-0.05%"
"01/05/2004","10,544.07","10,411.85","10,544.07","10,411.85","221.29M","1.29%"
"01/02/2004","10,409.85","10,452.74","10,527.03","10,384.30","168.89M","-0.42%"
"12/31/2003","10,453.92","10,426.30","10,462.44","10,407.04","138.67M","0.28%"
"12/30/2003","10,425.04","10,449.70","10,456.07","10,405.85","132.80M","-0.24%"
"12/29/2003","10,450.00","10,321.35","10,450.00","10,321.35","156.40M","1.21%"
"12/26/2003","10,324.67","10,305.85","10,343.04","10,304.82","49.52M","0.19%"
"12/24/2003","10,305.19","10,341.41","10,341.48","10,305.12","86.18M","-0.35%"
"12/23/2003","10,341.26","10,337.56","10,375.93","10,296.15","151.09M","0.03%"
"12/22/2003","10,338.00","10,276.48","10,338.00","10,255.26","165.73M","0.58%"
"12/19/2003","10,278.22","10,249.48","10,293.19","10,230.08","279.78M","0.29%"
"12/18/2003","10,248.08","10,141.41","10,254.08","10,137.34","218.01M","1.01%"
"12/17/2003","10,145.26","10,128.75","10,146.38","10,094.75","197.18M","0.15%"
"12/16/2003","10,129.56","10,023.34","10,137.63","10,023.34","233.73M","1.06%"
"12/15/2003","10,022.82","10,046.53","10,139.63","10,021.64","247.02M","-0.19%"
"12/12/2003","10,042.16","10,008.75","10,052.07","9,976.79","176.90M","0.34%"
"12/11/2003","10,008.16","9,922.45","10,026.53","9,920.97","208.63M","0.87%"
"12/10/2003","9,921.86","9,922.38","9,958.38","9,882.38","220.98M","-0.02%"
"12/09/2003","9,923.42","9,966.45","10,003.12","9,916.90","231.39M","-0.42%"
"12/08/2003","9,965.27","9,862.01","9,970.16","9,859.57","192.73M","1.04%"
"12/05/2003","9,862.68","9,923.27","9,923.42","9,846.31","201.64M","-0.69%"
"12/04/2003","9,930.82","9,874.83","9,933.86","9,865.78","216.94M","0.58%"
"12/03/2003","9,873.42","9,851.94","9,942.01","9,851.42","222.57M","0.20%"
"12/02/2003","9,853.64","9,899.64","9,900.45","9,837.27","218.17M","-0.46%"
"12/01/2003","9,899.05","9,785.35","9,902.23","9,785.35","227.65M","1.19%"
"11/28/2003","9,782.46","9,779.72","9,804.98","9,764.83","79.16M","0.03%"
"11/26/2003","9,779.57","9,763.49","9,794.68","9,706.01","162.21M","0.16%"
"11/25/2003","9,763.94","9,748.68","9,795.21","9,723.79","172.50M","0.17%"
"11/24/2003","9,747.79","9,629.87","9,749.35","9,629.87","192.33M","1.24%"
"11/21/2003","9,628.53","9,622.02","9,650.31","9,585.50","209.01M","0.09%"
"11/20/2003","9,619.42","9,688.46","9,726.09","9,613.72","205.97M","-0.73%"
"11/19/2003","9,690.46","9,620.68","9,707.64","9,614.24","192.50M","0.69%"
"11/18/2003","9,624.16","9,711.44","9,750.46","9,622.39","229.30M","-0.89%"
"11/17/2003","9,710.83","9,765.64","9,765.64","9,629.87","204.91M","-0.59%"
"11/14/2003","9,768.68","9,836.46","9,892.97","9,737.79","222.16M","-0.70%"
"11/13/2003","9,837.94","9,846.97","9,852.90","9,792.01","205.64M","-0.11%"
"11/12/2003","9,848.83","9,729.50","9,859.34","9,729.42","188.85M","1.14%"
"11/11/2003","9,737.79","9,756.53","9,761.20","9,719.05","162.75M","-0.19%"
"11/10/2003","9,756.53","9,807.49","9,824.38","9,736.90","172.46M","-0.54%"
"11/07/2003","9,809.79","9,857.12","9,903.57","9,798.61","199.35M","-0.48%"
"11/06/2003","9,856.97","9,820.68","9,870.60","9,773.12","183.02M","0.37%"
"11/05/2003","9,820.83","9,837.64","9,859.34","9,778.31","178.47M","-0.18%"
"11/04/2003","9,838.83","9,857.49","9,874.83","9,819.86","197.30M","-0.20%"
"11/03/2003","9,858.46","9,802.46","9,896.16","9,802.38","190.63M","0.59%"
"10/31/2003","9,801.12","9,786.75","9,839.86","9,786.75","199.61M","0.15%"
"10/30/2003","9,786.61","9,772.01","9,838.76","9,754.01","239.25M","0.12%"
"10/29/2003","9,774.53","9,747.05","9,787.27","9,724.68","224.90M","0.27%"
"10/28/2003","9,748.31","9,609.72","9,749.94","9,609.72","232.95M","1.46%"
"10/27/2003","9,608.16","9,584.54","9,663.79","9,584.54","193.71M","0.27%"
"10/24/2003","9,582.46","9,600.98","9,600.98","9,497.72","297.43M","-0.32%"
"10/23/2003","9,613.13","9,597.20","9,622.16","9,551.73","198.25M","0.16%"
"10/22/2003","9,598.24","9,741.98","9,742.05","9,580.24","226.89M","-1.53%"
"10/21/2003","9,747.64","9,778.31","9,784.31","9,736.68","207.69M","-0.31%"
"10/20/2003","9,777.94","9,721.50","9,777.94","9,705.57","173.84M","0.58%"
"10/17/2003","9,721.79","9,791.86","9,815.79","9,701.72","191.12M","-0.71%"
"10/16/2003","9,791.72","9,798.68","9,823.42","9,730.38","209.30M","-0.12%"
"10/15/2003","9,803.05","9,824.09","9,850.01","9,764.46","245.14M","-0.10%"
"10/14/2003","9,812.98","9,763.27","9,812.98","9,732.31","182.21M","0.50%"
"10/13/2003","9,764.38","9,675.72","9,783.49","9,675.57","166.22M","0.93%"
"10/10/2003","9,674.68","9,682.90","9,712.24","9,656.53","181.51M","-0.06%"
"10/09/2003","9,680.01","9,633.35","9,768.69","9,633.20","254.74M","0.51%"
"10/08/2003","9,630.90","9,653.33","9,672.02","9,595.28","183.62M","-0.25%"
"10/07/2003","9,654.61","9,593.28","9,654.61","9,536.02","196.53M","0.62%"
"10/06/2003","9,594.98","9,572.39","9,624.91","9,562.53","130.43M","0.24%"
"10/03/2003","9,572.31","9,492.54","9,666.53","9,492.54","248.43M","0.89%"
"10/02/2003","9,487.80","9,464.76","9,511.06","9,427.65","173.82M","0.20%"
"10/01/2003","9,469.20","9,276.80","9,472.76","9,276.80","237.11M","2.09%"
"09/30/2003","9,275.06","9,378.10","9,378.10","9,230.47","233.10M","-1.12%"
"09/29/2003","9,380.24","9,314.42","9,395.32","9,293.22","204.81M","0.72%"
"09/26/2003","9,313.08","9,342.43","9,358.28","9,303.82","227.35M","-0.33%"
"09/25/2003","9,343.96","9,425.58","9,458.49","9,342.98","223.45M","-0.87%"
"09/24/2003","9,425.51","9,575.97","9,592.67","9,423.54","233.67M","-1.57%"
"09/23/2003","9,576.04","9,535.76","9,583.48","9,511.41","186.46M","0.43%"
"09/22/2003","9,535.41","9,641.80","9,641.87","9,501.72","191.54M","-1.13%"
"09/19/2003","9,644.82","9,661.80","9,686.08","9,610.15","261.60M","-0.15%"
"09/18/2003","9,659.13","9,544.04","9,662.84","9,538.28","223.39M","1.19%"
"09/17/2003","9,545.65","9,566.08","9,594.43","9,536.81","203.82M","-0.23%"
"09/16/2003","9,567.34","9,449.16","9,571.13","9,449.16","196.80M","1.25%"
"09/15/2003","9,448.81","9,471.19","9,490.91","9,436.60","171.61M","-0.24%"
"09/12/2003","9,471.55","9,456.88","9,488.32","9,380.95","183.36M","0.12%"
"09/11/2003","9,459.76","9,415.05","9,502.84","9,410.42","181.23M","0.42%"
"09/10/2003","9,420.46","9,504.88","9,504.95","9,400.38","206.08M","-0.91%"
"09/09/2003","9,507.20","9,584.92","9,584.95","9,490.84","190.79M","-0.83%"
"09/08/2003","9,586.29","9,503.41","9,599.34","9,503.41","174.43M","0.87%"
"09/05/2003","9,503.34","9,589.52","9,589.52","9,461.37","201.90M","-0.88%"
"09/04/2003","9,587.90","9,569.09","9,609.09","9,541.72","203.05M","0.20%"
"09/03/2003","9,568.46","9,521.86","9,597.38","9,514.49","260.22M","0.47%"
"09/02/2003","9,523.27","9,416.67","9,535.97","9,389.58","226.80M","1.14%"
"08/29/2003","9,415.82","9,373.33","9,421.23","9,350.07","150.05M","0.44%"
"08/28/2003","9,374.21","9,334.35","9,392.59","9,261.57","163.34M","0.43%"
"08/27/2003","9,333.79","9,339.82","9,346.98","9,306.49","147.56M","-0.07%"
"08/26/2003","9,340.45","9,316.03","9,353.86","9,233.08","190.33M","0.24%"
"08/25/2003","9,317.64","9,349.44","9,350.77","9,280.94","148.68M","-0.33%"
"08/22/2003","9,348.87","9,436.04","9,499.97","9,345.86","250.78M","-0.79%"
"08/21/2003","9,423.68","9,399.96","9,481.44","9,391.89","221.73M","0.28%"
